resource_id,resource_type,created_time,deleted_time,ttl_minutes,namespace,owner,public_exposure,privilege_level,ephemeral_label
sg-2e83663364bb,security_group,2024-06-28T19:08:19Z,,527,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,low,persistent
vol-0a59d83911e5,volume,2024-06-25T14:11:26Z,2024-06-25T14:30:26Z,19,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,low,ephemeral
sg-2636db5d4889,security_group,2024-06-27T00:25:28Z,2024-06-27T01:24:28Z,59,dev,arn:aws:iam::123456789012:user/dev-3,False,low,ephemeral
vol-c729ec1d6b6e,volume,2024-06-17T06:49:05Z,2024-06-17T07:38:05Z,49,monitoring,arn:aws:iam::123456789012:user/dev-5,False,low,ephemeral
i-61d62e901845,ec2_instance,2024-06-20T10:15:32Z,2024-06-20T10:17:32Z,2,analytics,arn:aws:iam::123456789012:user/dev-5,False,low,ephemeral
bucket-f46efd597de1,s3_bucket,2024-06-05T03:52:44Z,2024-06-05T04:04:44Z,12,production,arn:aws:iam::123456789012:role/ci-runner-5,False,medium,ephemeral
bucket-e8a20c6d94e6,s3_bucket,2024-06-18T19:37:16Z,2024-06-18T19:39:16Z,2,production,arn:aws:iam::123456789012:user/dev-12,False,high,ephemeral
i-9513741f7828,ec2_instance,2024-06-10T09:38:46Z,2024-06-10T09:57:46Z,19,cicd,arn:aws:iam::123456789012:user/dev-1,False,medium,ephemeral
sg-7e0116af521d,security_group,2024-06-18T16:59:42Z,2024-06-18T17:52:42Z,53,dev,arn:aws:iam::123456789012:role/ci-runner-1,False,low,ephemeral
i-68dab171a138,ec2_instance,2024-06-22T11:13:09Z,2024-06-22T11:44:09Z,31,analytics,arn:aws:iam::123456789012:user/dev-5,False,low,ephemeral
i-df264ee1ad00,ec2_instance,2024-06-24T16:53:44Z,,727,production,arn:aws:iam::123456789012:user/dev-4,False,low,persistent
sg-bf6feb7a7695,security_group,2024-06-05T23:26:32Z,2024-06-05T23:51:32Z,25,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,low,ephemeral
sg-7c20c24d25bd,security_group,2024-06-15T06:19:22Z,2024-06-15T07:08:22Z,49,staging,arn:aws:iam::123456789012:user/dev-9,False,low,ephemeral
vol-c46a72795e48,volume,2024-06-01T07:59:04Z,,1187,staging,arn:aws:iam::123456789012:user/dev-3,False,low,persistent
sg-694c8c70f3fb,security_group,2024-06-25T00:10:27Z,2024-06-25T00:21:27Z,11,staging,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,low,ephemeral
i-33d4384f413f,spot_instance,2024-06-13T09:30:57Z,2024-06-13T09:56:57Z,26,dev,arn:aws:iam::123456789012:user/dev-13,False,low,ephemeral
vol-88faefbb3af5,volume,2024-06-03T02:33:26Z,2024-06-03T02:41:26Z,8,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,True,high,ephemeral
i-69e9ce81b886,spot_instance,2024-06-02T18:03:16Z,2024-06-02T18:50:16Z,47,staging,arn:aws:iam::123456789012:user/dev-4,False,medium,ephemeral
i-31ed8ed4e759,spot_instance,2024-06-08T02:56:48Z,,553,staging,arn:aws:iam::123456789012:role/ci-runner-5,False,medium,persistent
sg-323858391088,security_group,2024-06-19T15:29:06Z,2024-06-19T15:32:06Z,3,analytics,arn:aws:iam::123456789012:user/dev-9,False,low,ephemeral
i-e582edf3ab75,ec2_instance,2024-06-07T07:57:41Z,,670,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,medium,persistent
bucket-c57c42a8c70d,s3_bucket,2024-06-24T21:56:37Z,2024-06-24T22:01:37Z,5,staging,arn:aws:iam::123456789012:user/dev-7,False,medium,ephemeral
vol-b456ec655a43,volume,2024-06-14T22:40:22Z,2024-06-14T22:49:22Z,9,production,arn:aws:iam::123456789012:role/ci-runner-3,False,medium,ephemeral
vol-ea89c2ba036b,volume,2024-06-11T12:42:16Z,2024-06-11T13:41:16Z,59,production,arn:aws:iam::123456789012:user/dev-5,False,high,ephemeral
sg-1a0a468f6fa8,security_group,2024-06-08T12:00:32Z,2024-06-08T12:04:32Z,4,dev,arn:aws:iam::123456789012:user/dev-9,True,high,ephemeral
i-016db56fc1ef,ec2_instance,2024-06-05T02:28:00Z,2024-06-05T02:34:00Z,6,staging,arn:aws:iam::123456789012:role/ci-runner-2,False,low,ephemeral
bucket-1635845c774a,s3_bucket,2024-06-19T23:01:50Z,,1322,production,arn:aws:iam::123456789012:role/ci-runner-3,False,low,persistent
vol-11b7060b64ac,volume,2024-06-20T18:46:14Z,2024-06-20T18:57:14Z,11,staging,arn:aws:iam::123456789012:user/dev-12,False,low,ephemeral
vol-ee4ed6c6f38e,volume,2024-06-24T23:48:34Z,2024-06-25T00:16:34Z,28,staging,arn:aws:iam::123456789012:user/dev-7,False,low,ephemeral
vol-9c1554a1a5f1,volume,2024-06-14T14:41:01Z,,245,staging,arn:aws:iam::123456789012:user/dev-14,False,medium,persistent
sg-6652f7709bef,security_group,2024-06-21T07:33:49Z,,61,analytics,arn:aws:iam::123456789012:role/ci-runner-5,False,medium,persistent
i-7e2c8e307e5e,ec2_instance,2024-06-17T17:15:30Z,2024-06-17T17:41:30Z,26,dev,arn:aws:iam::123456789012:user/dev-2,False,low,ephemeral
vol-5cca88e3273d,volume,2024-06-26T08:39:01Z,2024-06-26T08:42:01Z,3,cicd,arn:aws:iam::123456789012:user/dev-13,False,low,ephemeral
sg-034dcd833ae9,security_group,2024-06-18T23:34:21Z,2024-06-19T00:09:21Z,35,dev,arn:aws:iam::123456789012:role/ci-runner-4,False,medium,ephemeral
vol-589ff13ead9b,volume,2024-06-17T11:18:06Z,,400,dev,arn:aws:iam::123456789012:user/dev-6,False,low,persistent
vol-502d639c1be9,volume,2024-06-20T11:45:40Z,2024-06-20T12:44:40Z,59,staging,arn:aws:iam::123456789012:user/dev-2,False,low,ephemeral
sg-b775b3d499d3,security_group,2024-06-02T11:29:47Z,2024-06-02T11:35:47Z,6,staging,arn:aws:iam::123456789012:user/dev-12,False,medium,ephemeral
bucket-e57d0d0f00b9,s3_bucket,2024-06-05T15:08:18Z,2024-06-05T15:59:18Z,51,monitoring,arn:aws:iam::123456789012:user/dev-14,False,low,ephemeral
vol-8659474a927a,volume,2024-06-19T23:17:17Z,2024-06-19T23:32:17Z,15,production,arn:aws:iam::123456789012:user/dev-8,False,medium,ephemeral
bucket-b2d088e184c8,s3_bucket,2024-06-12T12:31:14Z,2024-06-12T12:55:14Z,24,monitoring,arn:aws:iam::123456789012:role/ci-runner-1,False,low,ephemeral
i-df05ec5b46ce,spot_instance,2024-06-02T10:45:48Z,2024-06-02T10:50:48Z,5,dev,arn:aws:iam::123456789012:role/ci-runner-4,False,low,ephemeral
bucket-de8d69f34892,s3_bucket,2024-06-01T16:50:02Z,2024-06-01T17:05:02Z,15,production,arn:aws:iam::123456789012:user/dev-7,False,high,ephemeral
i-ec1db8a2e705,ec2_instance,2024-06-23T05:28:33Z,,191,monitoring,arn:aws:iam::123456789012:user/dev-6,False,low,persistent
vol-e63da7a19879,volume,2024-06-03T14:24:24Z,2024-06-03T14:30:24Z,6,production,arn:aws:iam::123456789012:user/dev-3,False,medium,ephemeral
bucket-10efdc878b36,s3_bucket,2024-06-11T09:33:18Z,2024-06-11T09:47:18Z,14,monitoring,arn:aws:iam::123456789012:user/dev-11,False,medium,ephemeral
sg-402e5d6bf187,security_group,2024-06-29T18:47:46Z,2024-06-29T18:51:46Z,4,staging,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,True,high,ephemeral
sg-37ab1f36409e,security_group,2024-06-20T05:18:29Z,2024-06-20T05:44:29Z,26,staging,arn:aws:iam::123456789012:role/ci-runner-6,False,high,ephemeral
vol-edbf463640d6,volume,2024-06-25T05:00:02Z,2024-06-25T05:02:02Z,2,analytics,arn:aws:iam::123456789012:user/dev-9,False,low,ephemeral
sg-ced4a6da1948,security_group,2024-06-18T03:48:53Z,2024-06-18T04:18:53Z,30,staging,arn:aws:iam::123456789012:user/dev-7,False,low,ephemeral
vol-0e7971fa326b,volume,2024-06-24T20:06:55Z,2024-06-24T21:04:55Z,58,dev,arn:aws:iam::123456789012:user/dev-1,False,low,ephemeral
vol-8eb1a64798a7,volume,2024-06-07T07:38:18Z,2024-06-07T08:08:18Z,30,dev,arn:aws:iam::123456789012:role/ci-runner-6,False,low,ephemeral
bucket-f45bea8c2de6,s3_bucket,2024-06-05T04:19:36Z,2024-06-05T04:31:36Z,12,monitoring,arn:aws:iam::123456789012:role/ci-runner-1,False,low,ephemeral
sg-a22caf40edde,security_group,2024-06-15T21:52:27Z,,1435,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,medium,persistent
sg-b27989b1d16a,security_group,2024-06-13T17:18:56Z,2024-06-13T18:04:56Z,46,cicd,arn:aws:iam::123456789012:user/dev-8,False,medium,ephemeral
sg-f0dcc61b7138,security_group,2024-06-12T07:15:48Z,2024-06-12T07:35:48Z,20,staging,arn:aws:iam::123456789012:user/dev-10,False,high,ephemeral
i-90382b432313,ec2_instance,2024-06-02T03:11:03Z,2024-06-02T03:15:03Z,4,staging,arn:aws:iam::123456789012:role/ci-runner-2,False,low,ephemeral
vol-f076a42139ce,volume,2024-06-05T09:10:39Z,2024-06-05T09:16:39Z,6,monitoring,arn:aws:iam::123456789012:user/dev-9,False,low,ephemeral
vol-23dd1f21d85f,volume,2024-06-11T08:04:15Z,2024-06-11T08:07:15Z,3,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,ephemeral
i-a2a8506f3e43,spot_instance,2024-06-20T15:02:40Z,,1074,production,arn:aws:iam::123456789012:user/dev-14,False,low,persistent
vol-f6adf30f67bf,volume,2024-06-14T19:12:28Z,2024-06-14T19:48:28Z,36,cicd,arn:aws:iam::123456789012:user/dev-10,False,low,ephemeral
i-eca748610d27,spot_instance,2024-06-14T22:18:44Z,2024-06-14T22:22:44Z,4,analytics,arn:aws:iam::123456789012:role/ci-runner-7,False,low,ephemeral
i-b5ce610a3f47,ec2_instance,2024-06-26T23:22:41Z,,549,production,arn:aws:iam::123456789012:user/dev-1,False,low,persistent
i-2b3af5d21940,ec2_instance,2024-06-25T11:51:04Z,2024-06-25T12:03:04Z,12,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,True,high,ephemeral
vol-22dd02648b84,volume,2024-06-21T21:03:54Z,2024-06-21T21:17:54Z,14,analytics,arn:aws:iam::123456789012:user/dev-6,False,high,ephemeral
sg-fdb5ef577b9c,security_group,2024-06-10T18:12:21Z,2024-06-10T18:31:21Z,19,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,True,high,ephemeral
sg-73dd86e05985,security_group,2024-06-05T12:00:34Z,2024-06-05T12:38:34Z,38,production,arn:aws:iam::123456789012:user/dev-6,False,medium,ephemeral
bucket-357275d7840b,s3_bucket,2024-06-21T16:42:02Z,2024-06-21T16:45:02Z,3,staging,arn:aws:iam::123456789012:user/dev-6,False,high,ephemeral
sg-2fcad6201ac2,security_group,2024-06-07T18:52:45Z,2024-06-07T19:25:45Z,33,production,arn:aws:iam::123456789012:role/ci-runner-1,False,high,ephemeral
vol-de34dd454917,volume,2024-06-22T21:25:36Z,2024-06-22T21:43:36Z,18,monitoring,arn:aws:iam::123456789012:user/dev-7,False,high,ephemeral
sg-52124a774ebe,security_group,2024-06-23T21:25:34Z,2024-06-23T21:35:34Z,10,cicd,arn:aws:iam::123456789012:role/ci-runner-2,False,low,ephemeral
vol-1713caf2b9fc,volume,2024-06-07T20:30:44Z,2024-06-07T21:00:44Z,30,production,arn:aws:iam::123456789012:user/dev-9,False,low,ephemeral
i-aefd40bcc66a,spot_instance,2024-06-07T03:30:02Z,2024-06-07T04:15:02Z,45,staging,arn:aws:iam::123456789012:role/ci-runner-5,False,low,ephemeral
vol-2e815ff3b97c,volume,2024-06-14T09:57:46Z,,535,dev,arn:aws:iam::123456789012:user/dev-3,False,medium,persistent
i-336c478cfc58,ec2_instance,2024-06-12T03:16:23Z,2024-06-12T03:53:23Z,37,staging,arn:aws:iam::123456789012:user/dev-2,False,low,ephemeral
vol-3b153c2dfdaf,volume,2024-06-17T20:28:35Z,,783,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,low,persistent
i-5d342df99f84,ec2_instance,2024-06-16T15:55:52Z,2024-06-16T16:04:52Z,9,monitoring,arn:aws:iam::123456789012:user/dev-7,False,low,ephemeral
i-285fa39e20c5,ec2_instance,2024-06-24T22:39:44Z,2024-06-24T22:57:44Z,18,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,low,ephemeral
vol-ce6d9261e27f,volume,2024-06-09T01:32:09Z,2024-06-09T01:56:09Z,24,production,arn:aws:iam::123456789012:user/dev-11,False,low,ephemeral
bucket-613328903979,s3_bucket,2024-06-23T22:05:40Z,2024-06-23T22:16:40Z,11,production,arn:aws:iam::123456789012:user/dev-4,False,low,ephemeral
sg-272ee1031abe,security_group,2024-06-25T07:32:29Z,2024-06-25T07:38:29Z,6,cicd,arn:aws:iam::123456789012:user/dev-13,False,low,ephemeral
sg-cae298b47f51,security_group,2024-06-08T12:20:35Z,,131,dev,arn:aws:iam::123456789012:role/ci-runner-3,False,low,persistent
i-769fe879e758,ec2_instance,2024-06-22T02:14:59Z,2024-06-22T02:26:59Z,12,production,arn:aws:iam::123456789012:user/dev-12,False,low,ephemeral
sg-22d76aa7436a,security_group,2024-06-14T15:46:57Z,2024-06-14T15:54:57Z,8,analytics,arn:aws:iam::123456789012:user/dev-2,False,low,ephemeral
sg-d865832463f6,security_group,2024-06-06T07:03:38Z,2024-06-06T07:10:38Z,7,dev,arn:aws:iam::123456789012:user/dev-1,False,low,ephemeral
sg-be1f67d21352,security_group,2024-06-26T04:24:31Z,,715,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,low,persistent
vol-2fa8e3583d98,volume,2024-06-08T03:41:50Z,2024-06-08T03:47:50Z,6,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,low,ephemeral
i-abda914dfb4d,spot_instance,2024-06-28T08:32:34Z,,853,monitoring,arn:aws:iam::123456789012:role/ci-runner-3,False,medium,persistent
sg-19eb7718681b,security_group,2024-06-05T17:33:32Z,2024-06-05T18:14:32Z,41,staging,arn:aws:iam::123456789012:user/dev-2,False,low,ephemeral
bucket-acbf59de124e,s3_bucket,2024-06-10T14:41:15Z,2024-06-10T15:00:15Z,19,cicd,arn:aws:iam::123456789012:role/ci-runner-3,True,high,ephemeral
vol-3cab090b5e84,volume,2024-06-20T19:05:19Z,,674,cicd,arn:aws:iam::123456789012:user/dev-3,False,low,persistent
bucket-b8f7d5b862e1,s3_bucket,2024-06-11T12:05:36Z,2024-06-11T12:51:36Z,46,production,arn:aws:iam::123456789012:role/ci-runner-5,False,medium,ephemeral
i-5de58957354f,spot_instance,2024-06-02T01:31:43Z,2024-06-02T01:59:43Z,28,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,medium,ephemeral
vol-c1672ba46d6a,volume,2024-06-18T13:48:36Z,,430,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,low,persistent
i-1ed6629a8bc5,spot_instance,2024-06-06T08:07:17Z,2024-06-06T08:17:17Z,10,dev,arn:aws:iam::123456789012:user/dev-8,False,medium,ephemeral
sg-48855bf81fb3,security_group,2024-06-11T17:44:59Z,2024-06-11T18:33:59Z,49,monitoring,arn:aws:iam::123456789012:user/dev-12,False,low,ephemeral
i-458fdf2b3741,ec2_instance,2024-06-17T05:46:04Z,2024-06-17T05:51:04Z,5,cicd,arn:aws:iam::123456789012:role/ci-runner-4,False,low,ephemeral
i-d0535bcbf8e6,spot_instance,2024-06-27T05:10:47Z,2024-06-27T05:19:47Z,9,monitoring,arn:aws:iam::123456789012:role/ci-runner-4,False,low,ephemeral
i-a874d4c2b853,ec2_instance,2024-06-19T14:24:20Z,2024-06-19T15:08:20Z,44,cicd,arn:aws:iam::123456789012:user/dev-9,False,low,ephemeral
bucket-4cf625f93bdb,s3_bucket,2024-06-08T07:22:57Z,2024-06-08T07:29:57Z,7,staging,arn:aws:iam::123456789012:user/dev-14,False,low,ephemeral
vol-586564253f9e,volume,2024-06-26T12:12:01Z,,1421,production,arn:aws:iam::123456789012:user/dev-5,False,low,persistent
i-99c5e13428da,ec2_instance,2024-06-18T07:26:13Z,2024-06-18T07:40:13Z,14,analytics,arn:aws:iam::123456789012:role/ci-runner-3,False,low,ephemeral
vol-415bbbeaa2e2,volume,2024-06-14T16:16:54Z,2024-06-14T16:18:54Z,2,production,arn:aws:iam::123456789012:user/dev-6,False,low,ephemeral
i-63af8639b4fb,spot_instance,2024-06-20T23:56:07Z,2024-06-21T00:48:07Z,52,cicd,arn:aws:iam::123456789012:user/dev-4,False,low,ephemeral
bucket-d7d690bd7fb0,s3_bucket,2024-06-06T17:18:04Z,2024-06-06T17:22:04Z,4,production,arn:aws:iam::123456789012:user/dev-11,False,low,ephemeral
bucket-5cfbe75499cc,s3_bucket,2024-06-27T08:23:39Z,2024-06-27T08:32:39Z,9,dev,arn:aws:iam::123456789012:user/dev-1,False,low,ephemeral
vol-6551b4a51a91,volume,2024-06-04T02:38:00Z,2024-06-04T03:11:00Z,33,dev,arn:aws:iam::123456789012:role/ci-runner-5,False,medium,ephemeral
i-4ff24c787750,spot_instance,2024-06-06T21:39:00Z,,1420,cicd,arn:aws:iam::123456789012:user/dev-3,False,low,persistent
i-abee74ead370,spot_instance,2024-06-02T11:06:52Z,2024-06-02T11:17:52Z,11,staging,arn:aws:iam::123456789012:role/ci-runner-1,False,medium,ephemeral
i-e2ae75f3384f,ec2_instance,2024-06-04T05:19:26Z,2024-06-04T06:04:26Z,45,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,ephemeral
vol-15afe068cded,volume,2024-06-03T02:12:20Z,2024-06-03T02:22:20Z,10,analytics,arn:aws:iam::123456789012:user/dev-4,True,high,ephemeral
bucket-053b7773887a,s3_bucket,2024-06-26T18:54:06Z,2024-06-26T19:13:06Z,19,staging,arn:aws:iam::123456789012:user/dev-2,False,medium,ephemeral
i-8bd828aa29e8,ec2_instance,2024-06-02T23:24:20Z,2024-06-02T23:37:20Z,13,staging,arn:aws:iam::123456789012:user/dev-2,False,medium,ephemeral
bucket-8d2c54e05851,s3_bucket,2024-06-27T10:08:35Z,2024-06-27T10:10:35Z,2,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,low,ephemeral
bucket-18c0e3bc7369,s3_bucket,2024-06-24T15:15:53Z,2024-06-24T15:28:53Z,13,analytics,arn:aws:iam::123456789012:user/dev-9,True,high,ephemeral
vol-ef700f20f1fb,volume,2024-06-29T09:09:32Z,2024-06-29T09:38:32Z,29,dev,arn:aws:iam::123456789012:user/dev-8,False,low,ephemeral
i-f9d7de265e89,ec2_instance,2024-06-27T05:39:31Z,2024-06-27T06:07:31Z,28,production,arn:aws:iam::123456789012:role/ci-runner-5,False,low,ephemeral
i-7d0e272bc48a,spot_instance,2024-06-22T04:03:18Z,2024-06-22T04:41:18Z,38,production,arn:aws:iam::123456789012:user/dev-9,False,medium,ephemeral
sg-f3fbc6f4b185,security_group,2024-06-20T09:57:24Z,2024-06-20T10:11:24Z,14,analytics,arn:aws:iam::123456789012:role/ci-runner-2,False,low,ephemeral
vol-21b8a45f43b5,volume,2024-06-19T17:21:38Z,2024-06-19T17:33:38Z,12,cicd,arn:aws:iam::123456789012:user/dev-3,False,medium,ephemeral
i-b875f9a0a02e,spot_instance,2024-06-27T08:46:13Z,2024-06-27T09:35:13Z,49,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,ephemeral
i-8256b7864d7e,ec2_instance,2024-06-24T17:00:06Z,2024-06-24T17:14:06Z,14,production,arn:aws:iam::123456789012:user/dev-7,False,low,ephemeral
i-b5b87f6544d8,ec2_instance,2024-06-09T14:34:21Z,2024-06-09T14:43:21Z,9,analytics,arn:aws:iam::123456789012:user/dev-8,False,medium,ephemeral
vol-044013b9d8f5,volume,2024-06-14T05:12:41Z,2024-06-14T05:57:41Z,45,staging,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,medium,ephemeral
i-f11802415a5b,ec2_instance,2024-06-10T02:52:08Z,2024-06-10T02:55:08Z,3,analytics,arn:aws:iam::123456789012:user/dev-4,False,medium,ephemeral
sg-31876da6234e,security_group,2024-06-06T17:08:54Z,2024-06-06T17:53:54Z,45,monitoring,arn:aws:iam::123456789012:user/dev-6,False,medium,ephemeral
sg-66633cf4831a,security_group,2024-06-12T07:13:26Z,2024-06-12T07:18:26Z,5,cicd,arn:aws:iam::123456789012:user/dev-5,False,medium,ephemeral
vol-960b35dc867a,volume,2024-06-19T03:06:29Z,2024-06-19T04:04:29Z,58,cicd,arn:aws:iam::123456789012:role/ci-runner-3,False,low,ephemeral
i-b1a6fa222c2d,spot_instance,2024-06-13T20:19:34Z,2024-06-13T20:28:34Z,9,analytics,arn:aws:iam::123456789012:user/dev-5,False,medium,ephemeral
vol-89d4e84f786b,volume,2024-06-04T15:27:16Z,,1059,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,medium,persistent
sg-7918ccd85427,security_group,2024-06-28T15:00:13Z,2024-06-28T15:16:13Z,16,dev,arn:aws:iam::123456789012:role/ci-runner-4,True,high,ephemeral
sg-6a3e739a82ad,security_group,2024-06-09T16:38:21Z,,702,staging,arn:aws:iam::123456789012:role/ci-runner-7,False,low,persistent
sg-ec85a6b56567,security_group,2024-06-29T08:51:54Z,2024-06-29T09:33:54Z,42,cicd,arn:aws:iam::123456789012:user/dev-9,False,low,ephemeral
i-7fa789d86a25,ec2_instance,2024-06-15T13:42:57Z,2024-06-15T13:51:57Z,9,staging,arn:aws:iam::123456789012:user/dev-7,False,low,ephemeral
sg-f6b73117207e,security_group,2024-06-13T04:54:25Z,2024-06-13T05:04:25Z,10,monitoring,arn:aws:iam::123456789012:user/dev-3,False,low,ephemeral
bucket-b3e3755dcec4,s3_bucket,2024-06-24T17:51:31Z,2024-06-24T18:09:31Z,18,cicd,arn:aws:iam::123456789012:role/ci-runner-6,True,high,ephemeral
sg-08e95536a942,security_group,2024-06-29T23:37:16Z,,917,production,arn:aws:iam::123456789012:user/dev-14,False,low,persistent
bucket-af85aeb2e226,s3_bucket,2024-06-06T04:14:03Z,,517,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,low,persistent
sg-c91c0fec4d49,security_group,2024-06-29T08:01:47Z,2024-06-29T08:08:47Z,7,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,high,ephemeral
vol-7847b71180ad,volume,2024-06-05T04:27:05Z,2024-06-05T05:03:05Z,36,dev,arn:aws:iam::123456789012:user/dev-5,False,medium,ephemeral
i-4b0eee9f0d19,spot_instance,2024-06-11T02:26:55Z,2024-06-11T02:35:55Z,9,cicd,arn:aws:iam::123456789012:user/dev-6,False,low,ephemeral
sg-58569ee0b16b,security_group,2024-06-05T02:20:05Z,2024-06-05T02:28:05Z,8,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,low,ephemeral
i-da4a8f7a495b,spot_instance,2024-06-26T16:19:28Z,2024-06-26T16:55:28Z,36,dev,arn:aws:iam::123456789012:user/dev-10,False,low,ephemeral
sg-24f7c295dee3,security_group,2024-06-01T08:48:13Z,,276,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,persistent
bucket-462337e1ec4d,s3_bucket,2024-06-16T20:47:24Z,2024-06-16T21:07:24Z,20,production,arn:aws:iam::123456789012:user/dev-7,False,low,ephemeral
i-1ba600c6443a,spot_instance,2024-06-01T11:17:55Z,2024-06-01T11:41:55Z,24,production,arn:aws:iam::123456789012:user/dev-5,False,low,ephemeral
sg-0d30a1279f69,security_group,2024-06-03T00:38:53Z,2024-06-03T00:47:53Z,9,monitoring,arn:aws:iam::123456789012:role/ci-runner-2,True,high,ephemeral
sg-6083cd1070ba,security_group,2024-06-19T16:55:07Z,2024-06-19T17:41:07Z,46,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,ephemeral
i-04df4d50f899,ec2_instance,2024-06-07T16:49:06Z,,844,analytics,arn:aws:iam::123456789012:user/dev-11,False,low,persistent
vol-27ebce538c3b,volume,2024-06-20T03:02:30Z,2024-06-20T03:20:30Z,18,analytics,arn:aws:iam::123456789012:user/dev-8,False,high,ephemeral
bucket-b04199fa9f70,s3_bucket,2024-06-22T02:57:56Z,2024-06-22T03:09:56Z,12,staging,arn:aws:iam::123456789012:user/dev-9,False,medium,ephemeral
i-ac0c1d02eb08,spot_instance,2024-06-23T00:57:58Z,2024-06-23T01:04:58Z,7,production,arn:aws:iam::123456789012:user/dev-2,False,medium,ephemeral
i-a71df41b15ed,spot_instance,2024-06-12T17:01:02Z,2024-06-12T17:12:02Z,11,production,arn:aws:iam::123456789012:user/dev-5,False,medium,ephemeral
i-ea921249225a,spot_instance,2024-06-20T20:23:17Z,2024-06-20T20:57:17Z,34,analytics,arn:aws:iam::123456789012:role/ci-runner-4,False,medium,ephemeral
i-f311d29b5b12,ec2_instance,2024-06-05T11:17:41Z,2024-06-05T11:57:41Z,40,monitoring,arn:aws:iam::123456789012:user/dev-2,False,low,ephemeral
sg-66d3660f8cd6,security_group,2024-06-14T06:26:36Z,2024-06-14T07:07:36Z,41,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,high,ephemeral
i-cacea0d4db0e,ec2_instance,2024-06-24T14:46:33Z,2024-06-24T14:51:33Z,5,monitoring,arn:aws:iam::123456789012:user/dev-9,True,high,ephemeral
sg-578dedb7f1f6,security_group,2024-06-24T18:34:01Z,2024-06-24T18:40:01Z,6,production,arn:aws:iam::123456789012:user/dev-12,False,medium,ephemeral
vol-dd46a7a76380,volume,2024-06-05T02:56:05Z,2024-06-05T02:58:05Z,2,staging,arn:aws:iam::123456789012:role/ci-runner-6,False,medium,ephemeral
i-3c01a5b88d87,ec2_instance,2024-06-01T03:01:37Z,,1213,staging,arn:aws:iam::123456789012:user/dev-5,False,low,persistent
i-38f66023352f,ec2_instance,2024-06-29T07:42:28Z,2024-06-29T07:49:28Z,7,monitoring,arn:aws:iam::123456789012:user/dev-3,False,medium,ephemeral
vol-0960995ddb88,volume,2024-06-14T05:13:23Z,2024-06-14T05:23:23Z,10,monitoring,arn:aws:iam::123456789012:user/dev-3,False,low,ephemeral
bucket-01ab47aa9e48,s3_bucket,2024-06-10T19:21:34Z,2024-06-10T19:33:34Z,12,staging,arn:aws:iam::123456789012:user/dev-4,False,low,ephemeral
sg-58c4bb65caf3,security_group,2024-06-11T21:58:03Z,,482,staging,arn:aws:iam::123456789012:user/dev-4,False,low,persistent
i-9cbb5d4f8b32,spot_instance,2024-06-28T10:10:55Z,2024-06-28T10:40:55Z,30,analytics,arn:aws:iam::123456789012:role/ci-runner-5,False,low,ephemeral
i-a048d8fa479e,ec2_instance,2024-06-20T06:07:00Z,2024-06-20T06:21:00Z,14,analytics,arn:aws:iam::123456789012:role/ci-runner-2,False,low,ephemeral
sg-3f7c08c25fb5,security_group,2024-06-16T00:08:06Z,2024-06-16T01:05:06Z,57,dev,arn:aws:iam::123456789012:user/dev-5,False,low,ephemeral
i-fd72e3501429,spot_instance,2024-06-19T06:52:55Z,,930,cicd,arn:aws:iam::123456789012:user/dev-6,False,low,persistent
sg-f48194c5f629,security_group,2024-06-17T22:04:06Z,2024-06-17T22:45:06Z,41,staging,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,ephemeral
